-- using 1115013950 as a seed to the RNG
-- @(#)11.sql	2.1.8.1
-- TPC-H/TPC-R Important Stock Identification Query (Q11)
-- Functional Query Definition
-- Approved February 1998
START TRANSACTION;



select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'PERU'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'PERU'
		)
order by
	value desc;
COMMIT;
ps_partkey	value
1511844	13640524.80
1790488	13639812.92
1666407	13629208.23
452858	13623593.04
1273280	13614419.90
961963	13604289.37
1043340	13593721.43
1874422	13585055.22
1032588	13568877.68
1324649	13567715.73
142889	13565251.36
1867427	13564409.60
1993985	13561511.24
991361	13552273.98
597608	13547184.10
1321585	13527467.74
1139147	13525357.10
799203	13517879.86
88577	13515640.22
916790	13513841.60
1740922	13491072.97
413635	13484477.33
1866283	13483580.06
1721490	13475824.56
236551	13473419.32
311329	13468722.15
1611495	13465047.77
1050284	13457581.64
32133	13455558.91
700592	13447930.03
117527	13440034.41
346797	13418891.60
999337	13414410.18
1816450	13405776.60
9665	13402447.94
163689	13396990.48
791241	13388190.75
468993	13372789.45
195021	13367071.86
1619574	13366966.37
342548	13360399.50
1454129	13359032.65
302296	13357358.97
1411002	13356113.47
1699483	13355310.86
550525	13353650.00
1260357	13347098.44
1235244	13346624.25
1357456	13334198.16
1025505	13328223.06
1574349	13314895.47
259350	13312678.32
382760	13307527.33
473306	13301062.49
584610	13300412.54
229887	13291384.80
1719802	13284823.08
172283	13278123.72
1172085	13276624.38
350751	13274552.43
1815911	13272241.22
920821	13249323.34
757126	13225662.04
1486509	13221307.64
522574	13220573.04
1739505	13219231.99
211295	13216174.56
962689	13208223.54
811985	13207840.16
1775924	13203324.10
875274	13186045.05
1357362	13166324.69
1977212	13165269.00
1275525	13141627.20
931865	13122758.50
510552	13098481.23
1998521	13095532.35
578773	13095313.86
356867	13095106.86
411388	13093796.25
1165858	13086865.37
747850	13080200.97
1227199	13079539.56
54859	13067269.75
1516945	13065028.18
798300	13064496.40
1967575	13054156.16
73588	13054045.72
1418986	13048561.88
1574883	13038378.15
80611	13023546.91
1777165	13011143.10
659938	13005962.98
1909080	12999079.62
646794	12998615.92
624240	12995537.72
710794	12992016.27
1290640	12991973.82
1472573	12978528.54
694956	12970398.34
5561	12969083.22
349050	12965632.74
1531049	12962150.42
203661	12958395.12
882468	12952548.28
788899	12947860.75
994826	12945715.17
289542	12936900.58
1967171	12930522.15
458034	12927902.14
105916	12925377.76
581867	12907963.79
308986	12895216.95
606257	12890511.25
308186	12874721.25
839807	12873188.54
973331	12866006.73
1760930	12864630.95
1457059	12856566.14
1462436	12848052.76
1164406	12847917.05
1223046	12846191.73
1426965	12842856.84
1665010	12839352.81
1909785	12834365.69
1188332	12832947.40
1727797	12830548.20
1111089	12828195.78
1621086	12822438.93
1183495	12811815.82
981100	12808786.33
1854889	12806978.90
1858903	12799604.94
88016	12799311.72
544959	12790669.86
351409	12783276.86
591208	12766916.01
1016853	12764546.72
1116059	12760240.89
1792492	12757095.74
1363255	12757074.34
1895758	12747319.60
180915	12722945.52
140521	12721360.80
1784553	12705168.73
550822	12697600.59
1789065	12694376.89
545349	12685256.38
1021944	12673340.47
1387129	12655578.54
581321	12646285.05
1092316	12645794.30
1858156	12642053.48
1942008	12642011.71
1339577	12638010.74
1304750	12632485.78
1509639	12623896.44
1660988	12615022.72
425540	12610974.85
1416204	12597112.47
13696	12596954.80
1562677	12589500.11
1787471	12585355.15
1050573	12581980.28
972336	12579353.80
1799001	12577556.28
808624	12577012.97
143164	12562582.44
976587	12543023.48
917527	12540834.02
1657624	12538467.25
573516	12535849.06
618235	12533571.37
775585	12530390.54
1179847	12518793.25
1640971	12515763.96
4125	12509401.47
371207	12509087.48
91231	12492765.82
102384	12490267.38
460248	12482925.25
1269987	12480147.15
759599	12479742.56
246319	12476693.90
252506	12474848.26
175111	12467701.90
956537	12466491.89
914568	12460335.86
1515081	12448806.98
1511762	12447438.50
1597631	12445174.30
1984461	12438606.93
1518947	12427972.73
969032	12421858.80
473030	12418603.12
1461822	12418400.03
565881	12418098.62
697589	12408185.47
1992488	12407697.04
1737427	12404120.67
1954776	12399517.97
226634	12393888.59
1915577	12391027.83
154716	12390287.72
912368	12386625.40
1488693	12385091.33
1221782	12382744.72
149376	12381488.13
1689978	12378042.04
1703955	12377402.30
1755181	12377123.81
139007	12376694.88
696579	12368528.76
695124	12358696.03
315631	12353834.04
917525	12352174.12
844320	12351870.64
845203	12341433.22
70759	12333926.88
1051446	12330595.35
344953	12312698.04
26910	12309911.68
768415	12302455.77
710064	12294934.82
1736773	12293593.43
469673	12290925.31
675310	12286322.80
549034	12281147.80
711479	12280178.37
1265215	12275343.90
1893928	12271712.13
1483753	12266336.91
524180	12265371.64
1441202	12263966.46
908556	12260583.22
1693557	12260045.49
1308388	12259500.03
427624	12256918.62
1957336	12255303.63
1462231	12250402.01
57174	12243609.42
1030874	12242669.91
767875	12235446.08
1615880	12231734.42
1627639	12225439.92
436511	12224350.30
761075	12221953.58
1900985	12219987.49
1647522	12216112.30
1209659	12209629.30
1688675	12207491.94
742775	12197201.12
279006	12193166.10
36338	12191448.05
963270	12186744.75
632910	12183375.66
1511197	12171116.30
767525	12169098.59
1522219	12168959.76
1602378	12166738.91
519134	12159001.89
901168	12152685.69
1660827	12150824.91
843597	12146954.87
841279	12142860.14
1699145	12135391.08
1231708	12133319.70
986116	12128165.39
553224	12127860.03
1045987	12125842.08
279123	12124652.91
727030	12123874.88
451807	12122860.03
1775827	12118672.08
1003903	12107817.83
1482919	12106024.94
585169	12105826.51
1824963	12103684.78
1648131	12101778.42
1645981	12100198.05
681770	12094933.90
1688087	12086870.12
906856	12086289.01
1697877	12085998.92
172154	12082467.12
1796812	12080587.50
813111	12079701.58
219204	12075086.68
757389	12069490.85
32495	12064064.84
629560	12058405.90
847450	12055463.48
241479	12051873.88
827298	12046804.20
1234691	12040981.02
325926	12037256.08
308679	12037214.84
997777	12033430.51
1556831	12033401.36
1082931	12031043.00
263189	12029507.05
782642	12011982.81
1599000	12011758.65
1440010	12007781.46
610201	12000734.73
709116	12000348.57
949836	11999515.84
1913658	11988918.88
1409360	11987920.78
911089	11984836.09
777426	11979650.29
1427816	11971974.12
1177276	11963153.74
1936295	11957755.05
241269	11954463.69
1156159	11954211.33
1988600	11950344.67
1076696	11949751.90
1180909	11945871.28
1942866	11944254.84
556874	11936872.93
1855810	11930100.71
1108313	11918583.97
640862	11915477.24
894966	11907648.38
1289013	11896904.25
256551	11890467.84
1613238	11890140.68
95759	11889368.34
606558	11887204.80
1763692	11887008.96
1189694	11883172.80
733210	11877782.85
935363	11875277.92
709240	11874035.91
1557120	11859190.67
447602	11858073.51
1783371	11857576.93
656597	11853012.85
1012741	11850360.06
1916426	11844944.64
1024025	11840428.12
1847841	11836726.79
1867454	11835753.76
1753869	11834622.03
1826598	11833963.80
1691767	11824464.74
1899829	11817954.27
1339971	11817156.82
1166950	11814852.03
181871	11812495.92
389689	11808039.45
414598	11806235.62
109701	11803748.27
886670	11800639.84
582324	11797815.17
214180	11792902.34
1058800	11789372.28
722037	11788948.80
1840661	11787605.86
1991046	11783204.62
814772	11782573.17
299950	11767207.14
1279277	11754993.12
269745	11754740.25
1617178	11749319.62
1675481	11745807.26
1989972	11740685.52
875745	11740601.31
1177797	11737881.10
1064635	11735578.87
1591172	11731960.44
272069	11725006.80
1105942	11724501.81
1135766	11713640.50
791398	11713590.42
864164	11711474.18
1959117	11711166.48
1973021	11711066.85
1375721	11707205.31
814901	11699954.56
592360	11697714.56
1589980	11690643.09
759353	11682382.01
95129	11679385.90
1009192	11678450.70
306598	11666278.79
492888	11663710.97
981894	11662068.13
1369929	11660798.52
1727327	11659037.56
1793966	11656167.40
1566157	11656030.40
1572027	11650034.81
759756	11646644.53
1763976	11644107.72
699234	11644006.96
1657495	11643685.13
711850	11641571.81
358562	11635912.62
1608707	11634736.29
1704830	11634609.74
365075	11633856.96
142221	11625457.56
1389754	11615865.18
1212971	11615755.36
494677	11615646.08
165103	11606673.23
490640	11598934.32
990345	11598044.02
1905682	11598040.45
1804893	11596253.88
143147	11587349.82
1097275	11585011.59
806748	11584419.48
1776571	11582614.50
57608	11579295.84
465803	11570998.20
1501979	11562584.19
1217713	11554879.42
625920	11553797.94
1960756	11553340.80
539913	11552844.76
829696	11550887.62
1604525	11548194.44
833887	11544810.10
43005	11543348.07
702088	11543003.20
1463254	11536857.53
1504742	11535762.07
1447322	11526990.43
264689	11526525.69
542336	11526147.32
1882878	11525738.74
1231376	11522973.22
993734	11522435.24
1993845	11520847.17
1657163	11520627.12
997466	11520478.16
936834	11520352.29
428471	11516890.04
393064	11515730.39
583061	11514314.14
1136303	11501985.24
238363	11500470.80
749524	11499634.81
261332	11495872.78
721094	11495004.84
87801	11494599.00
918009	11490838.17
963992	11486527.54
1969558	11484204.48
1074861	11478326.29
1398647	11474867.15
1647795	11474738.12
596284	11467198.82
1840682	11464833.96
1830516	11455868.96
59967	11454176.42
1961950	11453165.70
284441	11449547.84
582128	11445236.34
708774	11442887.67
590875	11442342.81
1437433	11440726.64
703335	11435409.39
254391	11434272.90
819807	11433351.57
206863	11431094.00
984967	11430176.26
1168835	11429928.40
247497	11427550.99
1651445	11424044.22
1383612	11420680.60
806368	11414351.04
1894554	11414033.03
1049035	11409691.46
1595391	11405778.94
891197	11403610.86
108153	11403392.27
1378600	11399021.10
663891	11398156.87
1458993	11391795.63
1148318	11388778.06
1697610	11384640.56
1422220	11378751.03
1791998	11371199.97
1895583	11369835.36
1633913	11368477.08
1843164	11362506.26
99686	11361586.42
1207276	11353104.83
1724210	11350675.28
1664978	11349004.24
1491945	11347891.69
1566144	11345452.62
1872538	11343099.36
103873	11342045.04
1251616	11341564.04
149521	11340180.84
768017	11333964.34
1898275	11332916.96
322231	11332851.26
505073	11331303.75
1448266	11326715.42
1821747	11325868.70
658338	11318574.54
1082851	11312052.64
593742	11311442.43
840971	11309422.13
268017	11301922.86
1881079	11301125.10
1928239	11299051.30
1513619	11298245.08
962386	11298038.83
1751073	11293618.16
34856	11292463.44
389013	11291525.10
253148	11288588.70
1665596	11281201.61
1978131	11276640.39
927661	11272235.94
1612089	11266979.55
333189	11266160.13
1405521	11265865.64
1667590	11265492.30
280070	11261800.06
1322257	11260813.40
867701	11259577.53
872499	11259496.48
284766	11258906.62
1372458	11254819.68
114010	11248959.65
1909970	11240625.30
1774204	11229151.09
332602	11228239.32
226038	11226196.79
1430605	11225478.93
1572355	11221101.76
1268742	11220176.72
1134474	11216003.30
1403517	11214842.54
1897589	11213993.59
611557	11202510.24
1676461	11200413.91
1921641	11190450.49
1794517	11187797.64
1698327	11187689.35
5339	11185333.54
1085976	11183214.17
1969175	11182764.64
1149186	11181472.23
61338	11176285.14
913790	11170461.00
1957114	11170014.25
440632	11168183.59
1159617	11160468.42
899898	11159419.24
1893546	11156999.27
1191502	11156428.98
1697763	11151899.17
84491	11149558.76
1519518	11140143.35
1863672	11139368.64
263815	11137871.45
1316322	11137194.19
1893623	11136014.22
1435830	11134614.33
1583239	11133199.58
808370	11131290.22
247921	11128490.57
1038511	11127924.50
852505	11125667.32
1028198	11124808.52
670066	11121715.63
281746	11120855.01
1337958	11119903.38
564841	11119115.40
1831101	11117957.25
937722	11113658.42
507283	11110957.56
281284	11110879.96
189676	11107283.36
649183	11103420.92
353783	11102185.63
1655639	11099844.10
636486	11098397.92
1308693	11097993.24
1895995	11097059.84
1545378	11096973.64
682295	11095702.80
838067	11091585.09
267501	11090557.84
1923293	11090034.81
1627707	11087936.35
41269	11081913.68
334075	11080001.76
462616	11078434.44
682922	11075223.96
1516584	11067810.41
119004	11067741.00
895248	11064020.36
1190548	11062242.45
384342	11059864.50
315901	11057534.37
1713041	11054392.10
509132	11048751.69
1439259	11048427.98
125139	11048279.60
1861343	11047927.12
1504147	11046931.20
1963577	11045192.52
1241479	11044513.77
178295	11043595.23
1857067	11042669.83
1841799	11040574.07
645273	11039260.19
1330499	11037023.36
1831999	11036953.94
1970072	11035053.14
165126	11033084.87
729991	11029287.40
1417087	11027707.88
354559	11025943.41
245754	11024772.00
1715914	11023905.45
1299003	11014754.82
1148745	11011652.85
200678	11011467.55
1703856	11010870.78
190511	11005954.12
1102602	11005583.84
1417168	11004339.20
1032016	11004235.39
434457	11002414.30
922524	11001547.59
414573	10997707.32
1152737	10997060.99
170020	10991155.98
1719031	10985760.66
1082037	10984887.11
1816627	10983742.03
853743	10979305.84
1918567	10977320.64
1953112	10976416.00
382132	10974160.00
1936873	10973066.71
1943781	10972246.71
1928852	10969317.10
1089948	10966685.20
1857534	10965187.74
460531	10963421.33
452208	10962458.60
1343127	10961433.30
993109	10960197.96
1626123	10959166.14
811990	10955390.53
1227290	10953267.96
572603	10951950.05
1349662	10950259.33
791363	10949281.25
1416142	10948529.64
1473987	10946737.27
1141662	10946462.04
1302469	10944017.29
1429015	10943324.12
1616253	10938764.20
874053	10937278.75
1364902	10933990.80
1422893	10932712.19
636361	10932397.65
529133	10930857.30
1734650	10930661.30
327912	10930288.59
464685	10930248.34
509799	10928271.90
170381	10926959.23
478129	10926227.36
830394	10926041.58
1423304	10925561.29
731896	10924755.05
1795545	10923059.35
497487	10918719.78
1011020	10915960.22
1732225	10911850.28
1724620	10911308.52
1310496	10909608.50
107751	10909336.90
84967	10904491.94
52697	10900052.20
1747234	10897611.52
240622	10895180.66
1704842	10890755.55
705904	10888802.66
1421180	10886088.99
327827	10883631.71
874011	10883033.67
538705	10881189.62
857197	10879979.00
229714	10879895.50
1196113	10879026.20
1871800	10875607.35
1099055	10875464.79
1408414	10873306.43
1781855	10873293.24
1570766	10868382.12
1672937	10867795.71
1318622	10862535.66
1877780	10862053.95
764495	10861085.18
1534503	10861073.85
1788446	10860813.07
3594	10860105.61
652958	10858469.88
1827148	10857765.97
5057	10853719.42
1759360	10852821.92
952771	10851560.88
128771	10850071.46
1066183	10849749.36
78769	10849746.78
759749	10848256.68
983136	10848100.44
1408774	10845657.83
1114509	10842909.86
447522	10841424.31
672195	10840654.56
1999483	10833919.71
1665296	10832974.48
338168	10832687.20
561282	10831637.10
1373021	10831030.76
1273329	10829945.71
712801	10829478.16
770200	10828605.93
61336	10825884.88
284352	10820276.07
971441	10816877.82
1686336	10815121.96
1898299	10810589.64
1652275	10808593.71
881173	10804639.25
1291305	10802608.68
1316783	10802360.97
780318	10799866.95
495696	10799619.16
676587	10796522.46
1540181	10795737.44
1995829	10795454.34
1322384	10794981.60
1263588	10794577.10
731748	10793549.52
673576	10789215.07
1152166	10788276.94
257042	10787745.01
1109230	10785954.60
1891776	10783895.31
342638	10782656.92
1329117	10780474.32
1413668	10779430.82
1320970	10777758.83
495634	10777140.29
92525	10776203.41
1613160	10772963.66
1734522	10771974.48
1771464	10771093.12
687042	10768644.91
1057120	10766602.32
927175	10765129.00
1184665	10762653.27
1665848	10761687.49
1495717	10756641.50
992878	10756367.85
473296	10755307.25
633732	10754549.86
917038	10753407.51
1167212	10753280.20
804405	10753019.46
117774	10752823.37
557985	10749650.32
342698	10749643.53
1747062	10748969.83
1374193	10746828.06
1520757	10746499.04
693468	10746308.94
940667	10744036.51
1168620	10742425.22
1334788	10736451.94
946294	10733662.26
1581079	10731952.72
188911	10728180.96
520383	10723475.11
569205	10716137.89
1436293	10713466.50
855247	10709468.09
1149346	10706807.39
1718481	10705262.17
1054716	10704523.20
1575104	10704146.37
1559210	10702668.04
1960336	10702304.27
1370575	10698516.96
1954570	10696933.05
828882	10693245.21
677083	10693196.82
1574566	10692940.05
1224008	10686591.59
391241	10686157.54
597651	10684488.36
731421	10684368.85
1398234	10680904.82
655087	10680067.26
672643	10678782.69
1378202	10676435.72
753926	10673267.99
766058	10671714.22
647639	10667333.20
1549165	10666285.73
1078955	10664685.58
1519830	10664430.90
861492	10663376.65
1919004	10662236.97
908037	10662155.28
804122	10659618.40
1629560	10657075.37
1630625	10655542.60
1976029	10651062.05
1393314	10650411.85
490680	10648314.60
560805	10645355.95
197603	10643800.21
1086987	10642169.86
583575	10638365.64
1887446	10630463.18
1161563	10630447.02
855475	10625759.28
1965539	10622920.29
380975	10621229.91
271995	10616046.40
799063	10615264.94
685381	10612875.53
548232	10607084.47
522057	10605280.95
884487	10603914.52
1380572	10601899.12
809250	10601696.48
658802	10600853.81
86336	10600193.64
1221845	10597070.68
1022445	10596864.05
40513	10592522.90
923494	10584386.08
94815	10583354.37
1461459	10580981.08
1979906	10579231.81
1786632	10576941.23
1290010	10572918.06
759237	10572444.31
1596821	10571117.04
1270060	10566732.79
1883077	10565250.29
144959	10561775.36
1328212	10561545.15
1986029	10561439.70
1213259	10560478.24
1734474	10559553.68
1286575	10556805.23
1998235	10556082.40
1910	10555230.88
1719596	10553946.06
1917979	10553937.28
1661752	10552737.74
309677	10550959.99
1065389	10543853.25
1808628	10543331.77
703160	10541555.59
1641812	10541316.85
1693945	10540114.36
297466	10534720.16
1192829	10534526.91
1705858	10532133.93
364272	10530714.26
880901	10525126.50
781407	10524427.55
862237	10522237.00
1809081	10521152.48
1504553	10520759.79
305278	10519269.02
150140	10518340.20
724295	10516810.66
378314	10514063.00
426477	10513806.38
613691	10510322.94
1415644	10505559.30
941343	10503830.28
1458739	10501521.50
1422057	10501368.64
90692	10500443.92
1336385	10500025.41
527288	10497862.84
640658	10496886.59
359339	10493072.85
1543781	10492763.80
1686408	10492604.01
1510796	10490828.68
1292554	10489485.62
848959	10488865.80
1341164	10487038.19
1536816	10485582.78
1243070	10482522.10
1787447	10479649.11
63480	10479483.96
942764	10477405.22
232573	10475940.08
1497043	10475441.15
1105317	10474426.09
64734	10469878.28
354398	10468584.98
661915	10459637.96
502416	10459215.80
1456718	10452958.45
495382	10451537.12
1531703	10450971.24
1741271	10450540.74
1934193	10449962.25
595744	10446808.46
1219807	10446247.42
322062	10443350.43
46850	10441691.76
1985535	10441547.37
239985	10436294.22
848284	10434402.48
707174	10432643.78
1380140	10425742.70
1660023	10420873.78
327299	10420717.36
1684588	10419504.03
256892	10418447.14
1405213	10418129.74
1573263	10414043.32
522636	10412525.62
296518	10409874.58
1165678	10406787.13
1041904	10404316.93
1327976	10404225.31
1839029	10403233.09
539146	10401967.54
434985	10400503.92
1775932	10398492.06
1493313	10397793.77
1727199	10396996.35
1150585	10395587.25
1693929	10395230.76
1348318	10393157.94
1583565	10387608.88
158386	10387564.31
1609134	10385909.80
345843	10385811.93
780093	10384542.40
291504	10380513.57
917755	10378257.56
1221839	10373293.37
67998	10371931.49
507945	10371776.25
1192793	10370834.10
662205	10370310.81
1423563	10369065.43
1073072	10362415.42
574576	10361505.05
1457919	10361348.96
438639	10360895.08
100112	10358672.81
1742237	10358311.04
568990	10353009.73
1259142	10352246.08
829501	10352145.21
115247	10351991.95
815684	10349950.81
752229	10342751.60
52834	10339387.75
732746	10338007.96
385590	10337944.66
1204821	10335490.91
286413	10332613.75
1536212	10332016.50
1672280	10331271.58
941932	10330727.50
1142788	10327519.46
39655	10322866.17
27918	10322269.00
1244005	10321859.95
1741447	10321378.83
1384517	10321003.83
385879	10320778.87
223534	10313101.22
1851070	10312218.65
1273007	10311903.16
1805566	10306299.84
1594149	10305742.90
1995721	10304261.40
1522508	10304160.88
1650359	10303827.78
638067	10303459.78
822285	10302682.49
668146	10301631.09
1383625	10299925.57
231890	10298271.40
475057	10297418.05
1145850	10296077.07
747781	10295127.36
1030341	10294984.82
1117497	10291108.08
1627802	10290131.68
1274041	10290087.97
1912997	10289169.71
354860	10287920.30
1479670	10284731.93
153871	10282329.44
1998641	10278214.90
339269	10277856.60
1611150	10276480.64
302863	10275125.95
46660	10275046.32
1446794	10274185.53
1561349	10272445.30
916859	10271612.32
504225	10269596.76
492967	10265231.16
928446	10265216.64
497057	10264930.98
1425587	10258703.12
684903	10256128.52
690913	10254603.84
297767	10250983.02
1147453	10250162.88
1471264	10249915.50
378148	10247918.48
1554391	10246888.37
318067	10243761.86
1978898	10242909.10
815173	10241172.61
661367	10240736.33
981434	10235953.20
1904842	10234325.92
802510	10231781.78
346676	10229959.74
1720204	10227676.76
1572189	10226400.59
720175	10225503.96
840149	10224325.65
514489	10222970.93
1509762	10222599.36
580312	10220386.46
1247642	10219887.09
1112799	10218881.90
915505	10216916.93
1506398	10215663.37
1223377	10214230.35
1803596	10212818.26
466058	10212668.80
370902	10210803.50
1056847	10208865.78
498309	10206433.65
1186177	10205694.02
22002	10204618.80
1124143	10204261.01
1938220	10203775.36
369014	10201255.13
1966222	10200236.91
472029	10197759.93
962781	10196938.12
808983	10196836.32
1058398	10194859.03
760582	10194594.33
252737	10194207.67
470165	10193963.90
1313841	10192337.56
1873305	10191668.66
1489751	10191279.38
619607	10190048.65
750044	10188645.33
1635904	10180141.94
796006	10179604.90
1456539	10178077.25
1323327	10176912.95
611407	10176440.95
1122202	10176351.27
332165	10175446.84
991301	10174614.35
1012099	10174452.95
1567200	10172750.17
1225246	10171605.72
439577	10170206.40
1715954	10170189.55
108427	10169812.62
1352208	10168672.62
1562986	10168582.70
1929534	10165451.11
1434109	10163712.25
1330390	10161026.80
517507	10159197.93
879856	10157033.93
1298034	10156393.79
179881	10156389.92
830976	10155902.40
61030	10153181.03
850096	10151259.68
1260920	10150067.10
1231120	10147890.65
1130953	10144789.40
372117	10140643.62
34288	10138594.67
1118490	10137741.70
1451490	10137375.36
934674	10136061.76
1341205	10136035.81
399340	10134970.36
944685	10134692.64
444232	10131624.19
1662379	10129374.21
1178437	10129324.91
433002	10127816.50
1549830	10127738.04
1338913	10127067.10
1665215	10125548.34
1964390	10123994.80
1647455	10123528.56
1511078	10121868.05
1154776	10121029.69
55611	10119950.95
32229	10117591.00
1941965	10117172.83
130550	10116261.54
1453489	10114987.47
249009	10110282.10
338586	10104779.25
1950984	10104019.91
357941	10103564.25
638698	10099839.01
1297647	10098615.42
966414	10097136.54
1302266	10097121.36
1423044	10096765.87
1767340	10096036.10
1343018	10095714.40
1251282	10095336.98
1937314	10095055.30
1589914	10092950.69
1662411	10092841.87
1700640	10092553.33
732119	10092276.50
9808	10084718.58
369421	10084334.73
613277	10082528.19
197370	10074293.94
1944187	10073914.52
1979719	10071819.05
648063	10067764.65
1266486	10066341.00
172141	10065420.39
337957	10064859.15
1866934	10064040.58
878202	10060904.70
439906	10058781.94
1533535	10054955.38
1855485	10053037.36
1226135	10050058.10
241982	10048235.97
131978	10046928.02
340369	10044297.44
272636	10043366.35
1862772	10043306.97
1403755	10043225.98
1885369	10042547.55
851747	10042120.98
1145360	10039404.95
856307	10038998.75
729501	10037467.46
1686880	10033714.33
1917346	10033328.43
174043	10030058.13
1757961	10026903.38
557041	10024146.57
949327	10018016.45
1717916	10017878.45
744551	10016084.63
1945096	10014022.85
1042596	10013285.14
1223552	10013034.38
296997	10012788.74
592051	10010635.25
1722871	10008084.07
93509	10007313.93
845989	10004332.42
1412169	10004151.61
1378283	10003439.10
506872	10003239.50
786574	9996787.58
530506	9996287.83
1106590	9994972.32
1089965	9992120.04
1489417	9991917.80
82928	9990716.52
1037109	9986537.34
4664	9984191.82
992068	9983939.47
1592165	9982914.84
1496476	9981283.32
376412	9979718.83
258907	9979592.28
1228114	9978493.28
1234445	9977333.75
1014659	9975512.94
1769605	9974061.24
574586	9973270.30
1564047	9973012.65
1405486	9972875.91
378671	9967875.90
734123	9967402.24
1894935	9966628.37
1145177	9966563.32
1776623	9964496.67
701733	9963772.35
547641	9963381.15
145694	9961691.14
1488500	9960975.75
665196	9959658.20
